Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/PurchaseWithoutFillTheForm/Page_STORE/a_Add to cart""))",Chrome 127.0.0.0,,,21-08-2024 23:43:20,21-08-2024 23:43:21,0.870s,PASSED
"click(findTestObject(""Object Repository/PurchaseWithoutFillTheForm/Page_STORE/a_Home (current)""))",Chrome 127.0.0.0,,,21-08-2024 23:43:21,21-08-2024 23:43:22,0.764s,PASSED
"click(findTestObject(""Object Repository/PurchaseWithoutFillTheForm/Page_STORE/button_Next""))",Chrome 127.0.0.0,,,21-08-2024 23:43:22,21-08-2024 23:43:23,0.620s,PASSED
"click(findTestObject(""Object Repository/PurchaseWithoutFillTheForm/Page_STORE/a_Dell i7 8gb""))",Chrome 127.0.0.0,,,21-08-2024 23:43:23,21-08-2024 23:43:25,1.958s,PASSED
"click(findTestObject(""Object Repository/PurchaseWithoutFillTheForm/Page_STORE/a_Add to cart""))",Chrome 127.0.0.0,,,21-08-2024 23:43:25,21-08-2024 23:43:27,2.157s,PASSED
"click(findTestObject(""Object Repository/PurchaseWithoutFillTheForm/Page_STORE/a_Cart""))",Chrome 127.0.0.0,,,21-08-2024 23:43:27,21-08-2024 23:43:29,1.896s,PASSED
"click(findTestObject(""Object Repository/PurchaseWithoutFillTheForm/Page_STORE/button_Place Order""))",Chrome 127.0.0.0,,,21-08-2024 23:43:29,21-08-2024 23:43:31,2.289s,PASSED
"click(findTestObject(""Object Repository/PurchaseWithoutFillTheForm/Page_STORE/button_Purchase""))",Chrome 127.0.0.0,,,21-08-2024 23:43:31,21-08-2024 23:43:32,0.532s,PASSED
"click(findTestObject(""Object Repository/PurchaseWithoutFillTheForm/Page_STORE/button_Close""))",Chrome 127.0.0.0,,,21-08-2024 23:43:32,21-08-2024 23:43:32,0.090s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,21-08-2024 23:43:32,21-08-2024 23:43:32,0.198s,PASSED
