Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/PurchaseItems/Page_STORE/a_Add to cart""))",Chrome 127.0.0.0,,,21-08-2024 22:58:42,21-08-2024 22:58:44,1.800s,PASSED
"click(findTestObject(""Object Repository/PurchaseItems/Page_STORE/a_Cart""))",Chrome 127.0.0.0,,,21-08-2024 22:58:44,21-08-2024 22:58:46,1.987s,PASSED
"click(findTestObject(""Object Repository/PurchaseItems/Page_STORE/button_Place Order""))",Chrome 127.0.0.0,,,21-08-2024 22:58:46,21-08-2024 22:58:48,1.716s,PASSED
"setText(findTestObject(""Object Repository/PurchaseItems/Page_STORE/input_Name_name""), ""sneha"")",Chrome 127.0.0.0,,,21-08-2024 22:58:48,21-08-2024 22:58:49,0.952s,PASSED
"setText(findTestObject(""Object Repository/PurchaseItems/Page_STORE/input_Country_country""), ""india"")",Chrome 127.0.0.0,,,21-08-2024 22:58:49,21-08-2024 22:58:49,0.632s,PASSED
"setText(findTestObject(""Object Repository/PurchaseItems/Page_STORE/input_City_city""), ""Trivian"")",Chrome 127.0.0.0,,,21-08-2024 22:58:49,21-08-2024 22:58:50,0.646s,PASSED
"setText(findTestObject(""Object Repository/PurchaseItems/Page_STORE/input_Credit card_card""), ""123456789"")",Chrome 127.0.0.0,,,21-08-2024 22:58:50,21-08-2024 22:58:51,0.683s,PASSED
"setText(findTestObject(""Object Repository/PurchaseItems/Page_STORE/input_Month_month""), ""June"")",Chrome 127.0.0.0,,,21-08-2024 22:58:51,21-08-2024 22:58:51,0.832s,PASSED
"setText(findTestObject(""Object Repository/PurchaseItems/Page_STORE/input_Year_year""), ""2024"")",Chrome 127.0.0.0,,,21-08-2024 22:58:51,21-08-2024 22:58:53,1.105s,PASSED
"click(findTestObject(""Object Repository/PurchaseItems/Page_STORE/button_Purchase""))",Chrome 127.0.0.0,,,21-08-2024 22:58:53,21-08-2024 22:58:53,0.923s,PASSED
"click(findTestObject(""Object Repository/PurchaseItems/Page_STORE/button_OK""))",Chrome 127.0.0.0,,,21-08-2024 22:58:53,21-08-2024 22:58:56,2.934s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,21-08-2024 22:58:56,21-08-2024 22:58:57,0.396s,PASSED
,,,,,,,
Test Cases/PurchaseItemsWithoutFillTheForm,Chrome 127.0.0.0,,,21-08-2024 22:58:57,21-08-2024 22:59:16,18.812s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,21-08-2024 22:58:57,21-08-2024 22:58:58,1.322s,PASSED
"navigateToUrl(""https://www.demoblaze.com/"")",Chrome 127.0.0.0,,,21-08-2024 22:58:58,21-08-2024 22:58:59,0.863s,PASSED
"click(findTestObject(""Object Repository/PurchaseWithoutFillTheForm/Page_STORE/a_HTC One M9""))",Chrome 127.0.0.0,,,21-08-2024 22:58:59,21-08-2024 22:59:03,3.254s,PASSED
"click(findTestObject(""Object Repository/PurchaseWithoutFillTheForm/Page_STORE/a_Add to cart""))",Chrome 127.0.0.0,,,21-08-2024 22:59:03,21-08-2024 22:59:04,1.118s,PASSED
"click(findTestObject(""Object Repository/PurchaseWithoutFillTheForm/Page_STORE/a_Home (current)""))",Chrome 127.0.0.0,,,21-08-2024 22:59:04,21-08-2024 22:59:04,0.824s,PASSED
"click(findTestObject(""Object Repository/PurchaseWithoutFillTheForm/Page_STORE/a_Sony vaio i5""))",Chrome 127.0.0.0,,,21-08-2024 22:59:04,21-08-2024 22:59:06,1.223s,PASSED
"click(findTestObject(""Object Repository/PurchaseWithoutFillTheForm/Page_STORE/a_Add to cart""))",Chrome 127.0.0.0,,,21-08-2024 22:59:06,21-08-2024 22:59:07,0.850s,PASSED
"click(findTestObject(""Object Repository/PurchaseWithoutFillTheForm/Page_STORE/a_Home (current)""))",Chrome 127.0.0.0,,,21-08-2024 22:59:07,21-08-2024 22:59:08,1.038s,PASSED
"click(findTestObject(""Object Repository/PurchaseWithoutFillTheForm/Page_STORE/button_Next""))",Chrome 127.0.0.0,,,21-08-2024 22:59:08,21-08-2024 22:59:08,0.868s,PASSED
"click(findTestObject(""Object Repository/PurchaseWithoutFillTheForm/Page_STORE/a_Dell i7 8gb""))",Chrome 127.0.0.0,,,21-08-2024 22:59:08,21-08-2024 22:59:10,1.813s,PASSED
"click(findTestObject(""Object Repository/PurchaseWithoutFillTheForm/Page_STORE/a_Add to cart""))",Chrome 127.0.0.0,,,21-08-2024 22:59:10,21-08-2024 22:59:12,1.509s,PASSED
"click(findTestObject(""Object Repository/PurchaseWithoutFillTheForm/Page_STORE/a_Cart""))",Chrome 127.0.0.0,,,21-08-2024 22:59:12,21-08-2024 22:59:13,1.423s,PASSED
"click(findTestObject(""Object Repository/PurchaseWithoutFillTheForm/Page_STORE/button_Place Order""))",Chrome 127.0.0.0,,,21-08-2024 22:59:13,21-08-2024 22:59:15,1.629s,PASSED
"click(findTestObject(""Object Repository/PurchaseWithoutFillTheForm/Page_STORE/button_Purchase""))",Chrome 127.0.0.0,,,21-08-2024 22:59:15,21-08-2024 22:59:15,0.525s,PASSED
"click(findTestObject(""Object Repository/PurchaseWithoutFillTheForm/Page_STORE/button_Close""))",Chrome 127.0.0.0,,,21-08-2024 22:59:15,21-08-2024 22:59:15,0.083s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,21-08-2024 22:59:15,21-08-2024 22:59:16,0.200s,PASSED
